policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date
POL-002102,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,518958,Roof Tie-Down,3128.34,2025-01-02,2026-01-02
POL-002103,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,847801,Shutters Installed,6519.44,2025-02-18,2026-02-18
POL-002104,Northbeam General,4655,Hervey Bay QLD,L-P,SME,762820,None,3238.93,2024-05-24,2025-05-24
POL-002105,Southern Cross Insurance,0810,Darwin NT,T-W,Home,752078,Roof Tie-Down,5598.54,2023-08-23,2024-08-22
POL-002106,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,320674,None,1277.27,2024-09-22,2025-09-22
POL-002107,Northbeam General,4737,Bowen QLD,Q-S,SME,572184,Elevated Slab,3264.3,2024-05-30,2025-05-30
POL-002108,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,SME,459605,Roof Tie-Down,2767.14,2023-12-16,2024-12-15
POL-002109,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,309169,Shutters Installed,1671.03,2023-06-06,2024-06-05
POL-002110,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,453779,Roof Tie-Down,1566.82,2025-01-08,2026-01-08
POL-002111,Pacific Rim Insurance,4870,Cairns QLD,T-W,SME,1430859,Roof Tie-Down,11789.11,2023-10-22,2024-10-21
POL-002112,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,309468,None,1855.19,2023-03-08,2024-03-07
POL-002113,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,428169,None,1878.9,2023-11-26,2024-11-25
POL-002114,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,495012,Roof Tie-Down,2464.68,2023-01-04,2024-01-04
POL-002115,Southern Cross Insurance,4740,Mackay QLD,Q-S,SME,901815,None,6280.33,2025-02-19,2026-02-19
POL-002116,Outback Assurance Group,4802,Townsville QLD,T-W,Home,749571,Roof Tie-Down,6582.05,2024-10-22,2025-10-22
POL-002117,Coral Coast Mutual,6721,Port Hedland WA,T-W,SME,1396856,Elevated Slab,11692.18,2024-09-19,2025-09-19
POL-002118,Outback Assurance Group,4680,Gladstone QLD,L-P,Strata,10038452,None,45698.23,2023-06-06,2024-06-05
POL-002119,Outback Assurance Group,4825,Cloncurry QLD,B-F,SME,1603192,Shutters Installed,2520.14,2023-06-28,2024-06-27
POL-002120,Northbeam General,6000,Perth WA,B-F,SME,487816,Elevated Slab,736.17,2023-11-04,2024-11-03
POL-002121,Northbeam General,4740,Mackay QLD,Q-S,Home,817802,None,5689.6,2024-02-16,2025-02-15
POL-002122,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,688017,Elevated Slab,2436.86,2024-04-08,2025-04-08
POL-002123,Northbeam General,4655,Hervey Bay QLD,L-P,Home,668259,Shutters Installed,2210.63,2024-06-26,2025-06-26
POL-002124,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,454054,Roof Tie-Down,756.95,2025-01-16,2026-01-16
POL-002125,Coral Coast Mutual,4680,Gladstone QLD,L-P,Strata,14817400,None,65868.47,2024-01-19,2025-01-18
POL-002126,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,819197,None,5486.91,2023-11-04,2024-11-03
POL-002127,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,828492,Shutters Installed,7211.8,2024-11-06,2025-11-06
POL-002128,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,274993,None,1199.78,2024-01-31,2025-01-30
POL-002129,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,840729,None,5759.0,2024-10-18,2025-10-18
POL-002130,Northbeam General,4802,Townsville QLD,T-W,SME,2125074,Roof Tie-Down,16530.17,2023-09-09,2024-09-08
POL-002131,Southern Cross Insurance,0850,Alice Springs NT,B-F,Home,892069,None,1615.55,2024-10-05,2025-10-05
POL-002132,Southern Cross Insurance,0800,Darwin NT,T-W,SME,436359,Roof Tie-Down,3819.7,2025-06-09,2026-06-09
POL-002133,Northbeam General,6714,Karratha WA,T-W,SME,1896092,Shutters Installed,14401.49,2023-06-04,2024-06-03
POL-002134,Outback Assurance Group,6721,Port Hedland WA,T-W,SME,1723303,Elevated Slab,14147.92,2025-04-28,2026-04-28
POL-002135,Northbeam General,0850,Alice Springs NT,B-F,Home,567970,Roof Tie-Down,799.74,2024-07-29,2025-07-29
POL-002136,Pacific Rim Insurance,0810,Darwin NT,T-W,Home,898322,Roof Tie-Down,7122.91,2024-07-29,2025-07-29
POL-002137,Northbeam General,0850,Alice Springs NT,B-F,SME,1446016,Shutters Installed,2423.08,2024-11-10,2025-11-10
POL-002138,Northbeam General,4737,Bowen QLD,Q-S,Home,649454,Roof Tie-Down,3568.72,2024-05-03,2025-05-03
POL-002139,Pacific Rim Insurance,4870,Cairns QLD,T-W,Home,629987,None,6500.7,2024-08-21,2025-08-21
POL-002140,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,765655,Roof Tie-Down,4608.09,2024-08-03,2025-08-03
POL-002141,Coral Coast Mutual,6714,Karratha WA,T-W,Strata,3155782,None,28044.64,2024-10-01,2025-10-01
POL-002142,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Strata,13222344,Roof Tie-Down,44344.46,2024-10-11,2025-10-11
POL-002143,Outback Assurance Group,6721,Port Hedland WA,T-W,SME,748432,None,6903.5,2025-03-29,2026-03-29
POL-002144,Northbeam General,4870,Cairns QLD,T-W,Home,427272,None,3949.66,2023-09-16,2024-09-15
POL-002145,Northbeam General,4720,Charters Towers QLD,L-P,Home,274583,None,1150.85,2025-07-16,2026-07-16
POL-002146,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,525894,None,3383.4,2024-03-19,2025-03-19
POL-002147,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,730339,None,4898.55,2023-12-07,2024-12-06
POL-002148,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,261196,None,1777.45,2023-01-20,2024-01-20
POL-002149,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,657263,None,2504.32,2024-11-19,2025-11-19
POL-002150,Northbeam General,4655,Hervey Bay QLD,L-P,Home,695135,None,2865.38,2023-12-17,2024-12-16
POL-002151,Outback Assurance Group,4680,Gladstone QLD,L-P,SME,2450303,None,9841.83,2023-03-27,2024-03-26
POL-002152,Northbeam General,4825,Mount Isa QLD,B-F,SME,2534025,None,4922.33,2023-01-24,2024-01-24
POL-002153,Northbeam General,0800,Darwin NT,T-W,Home,318114,Roof Tie-Down,2391.01,2025-03-31,2026-03-31
POL-002154,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,SME,456401,Roof Tie-Down,731.32,2023-12-16,2024-12-15
POL-002155,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,733145,None,1354.24,2023-12-05,2024-12-04
POL-002156,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,459213,None,4727.23,2025-08-06,2026-08-06
POL-002157,Northbeam General,4700,Rockhampton QLD,Q-S,Home,254027,None,1629.04,2024-12-03,2025-12-03
POL-002158,Outback Assurance Group,4703,Rockhampton QLD,Q-S,Home,585968,Roof Tie-Down,3318.7,2023-07-17,2024-07-16
POL-002159,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,SME,1180412,None,7625.43,2025-01-19,2026-01-19
POL-002160,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,333422,None,2026.74,2023-07-22,2024-07-21
POL-002161,Southern Cross Insurance,0810,Darwin NT,T-W,SME,1194172,None,11798.34,2024-12-20,2025-12-20
POL-002162,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,488777,Shutters Installed,2518.17,2024-10-12,2025-10-12
POL-002163,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,549266,None,4924.0,2023-09-14,2024-09-13
POL-002164,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,513893,None,884.58,2023-06-15,2024-06-14
POL-002165,Outback Assurance Group,4740,Mackay QLD,Q-S,Home,313338,Shutters Installed,1772.69,2025-04-17,2026-04-17
POL-002166,Southern Cross Insurance,4825,Mount Isa QLD,B-F,SME,2270374,None,3687.81,2025-02-01,2026-02-01
POL-002167,Southern Cross Insurance,6714,Karratha WA,T-W,Home,629039,None,6212.61,2024-09-12,2025-09-12
POL-002168,Outback Assurance Group,4802,Townsville QLD,T-W,Home,722684,None,6670.67,2025-04-10,2026-04-10
POL-002169,Northbeam General,4680,Gladstone QLD,L-P,Home,578702,None,2452.87,2025-02-01,2026-02-01
POL-002170,Outback Assurance Group,4350,Toowoomba QLD,B-F,Home,620037,Roof Tie-Down,931.53,2025-06-20,2026-06-20
POL-002171,Outback Assurance Group,6714,Karratha WA,T-W,Strata,8765272,None,82664.28,2025-07-09,2026-07-09
POL-002172,Northbeam General,4737,Bowen QLD,Q-S,Home,654293,None,4184.52,2023-01-26,2024-01-26
POL-002173,Outback Assurance Group,6714,Karratha WA,T-W,Home,406640,None,3785.37,2023-01-15,2024-01-15
POL-002174,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,477534,None,2852.45,2024-02-05,2025-02-04
POL-002175,Pacific Rim Insurance,0810,Darwin NT,T-W,Home,771480,Roof Tie-Down,6095.43,2023-11-07,2024-11-06
POL-002176,Northbeam General,6000,Perth WA,B-F,Home,773382,None,1373.39,2025-08-28,2026-08-28
POL-002177,Outback Assurance Group,0850,Alice Springs NT,B-F,Strata,3778577,Roof Tie-Down,5280.46,2023-11-28,2024-11-27
POL-002178,Outback Assurance Group,4810,Townsville QLD,T-W,Home,768239,Shutters Installed,6580.24,2024-03-02,2025-03-02
POL-002179,Pacific Rim Insurance,4870,Cairns QLD,T-W,Strata,7680438,None,74867.93,2024-12-01,2025-12-01
POL-002180,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,805364,None,7317.22,2025-01-12,2026-01-12
POL-002181,Outback Assurance Group,0810,Darwin NT,T-W,Home,316191,None,2714.07,2024-01-14,2025-01-13
POL-002182,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,494777,Shutters Installed,819.11,2025-07-13,2026-07-13
POL-002183,Northbeam General,0850,Alice Springs NT,B-F,SME,2821035,None,5376.26,2024-12-16,2025-12-16
POL-002184,Pacific Rim Insurance,0810,Darwin NT,T-W,Strata,11601180,None,120596.1,2023-08-23,2024-08-22
POL-002185,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,762321,None,7333.73,2025-06-30,2026-06-30
POL-002186,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,405561,Roof Tie-Down,3355.87,2023-03-25,2024-03-24
POL-002187,Northbeam General,0850,Alice Springs NT,B-F,Home,528928,None,869.61,2024-02-03,2025-02-02
POL-002188,Southern Cross Insurance,6000,Perth WA,B-F,SME,647553,Elevated Slab,985.55,2023-08-17,2024-08-16
POL-002189,Coral Coast Mutual,6714,Karratha WA,T-W,Home,839171,None,7407.89,2023-10-07,2024-10-06
POL-002190,Northbeam General,0850,Alice Springs NT,B-F,Strata,10997791,None,18608.49,2025-04-10,2026-04-10
POL-002191,Pacific Rim Insurance,4810,Townsville QLD,T-W,Home,313504,Shutters Installed,2650.78,2023-07-19,2024-07-18
POL-002192,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,693538,None,3029.75,2025-05-23,2026-05-23
POL-002193,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,276511,Roof Tie-Down,2022.41,2024-10-21,2025-10-21
POL-002194,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,404785,None,720.84,2024-01-27,2025-01-26
POL-002195,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,362978,None,2565.52,2024-04-11,2025-04-11
POL-002196,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,SME,1083256,None,7162.95,2023-11-27,2024-11-26
POL-002197,Outback Assurance Group,0800,Darwin NT,T-W,Home,750277,Shutters Installed,5899.54,2023-11-19,2024-11-18
POL-002198,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,589617,Elevated Slab,883.27,2023-12-01,2024-11-30
POL-002199,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,846146,Shutters Installed,4244.28,2024-06-07,2025-06-07
POL-002200,Northbeam General,0810,Darwin NT,T-W,Home,396707,None,3506.09,2024-06-19,2025-06-19
POL-002201,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,624426,Elevated Slab,924.45,2024-02-27,2025-02-26
POL-002202,Outback Assurance Group,4825,Mount Isa QLD,B-F,Home,800166,None,1416.2,2025-03-19,2026-03-19
POL-002203,Coral Coast Mutual,0810,Darwin NT,T-W,Home,467322,Roof Tie-Down,3734.76,2023-04-29,2024-04-28
POL-002204,Northbeam General,4350,Toowoomba QLD,B-F,Home,834774,None,1359.61,2024-10-20,2025-10-20
POL-002205,Northbeam General,0850,Alice Springs NT,B-F,Home,493967,Shutters Installed,823.78,2025-09-04,2026-09-04
POL-002206,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,665035,Elevated Slab,2145.9,2025-02-22,2026-02-22
POL-002207,Northbeam General,0850,Alice Springs NT,B-F,Home,685094,None,1245.51,2023-02-11,2024-02-11
POL-002208,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,765338,Shutters Installed,5570.93,2024-12-19,2025-12-19
POL-002209,Pacific Rim Insurance,4802,Townsville QLD,T-W,SME,1088617,None,10129.19,2023-06-05,2024-06-04
POL-002210,Pacific Rim Insurance,4870,Cairns QLD,T-W,Strata,6721396,None,60860.42,2024-01-19,2025-01-18
POL-002211,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,887134,Shutters Installed,3012.69,2023-07-20,2024-07-19
POL-002212,Pacific Rim Insurance,6000,Perth WA,B-F,Home,723589,None,1179.72,2024-09-09,2025-09-09
POL-002213,Northbeam General,4655,Hervey Bay QLD,L-P,Home,656272,Roof Tie-Down,2485.64,2025-01-30,2026-01-30
POL-002214,Northbeam General,4703,Rockhampton QLD,Q-S,SME,1652460,None,11456.19,2024-11-21,2025-11-21
POL-002215,Pacific Rim Insurance,4802,Townsville QLD,T-W,SME,628034,Elevated Slab,5221.31,2023-08-24,2024-08-23
POL-002216,Coral Coast Mutual,6000,Perth WA,B-F,Home,262960,Roof Tie-Down,379.51,2023-07-05,2024-07-04
POL-002217,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,593260,None,3823.71,2024-02-05,2025-02-04
POL-002218,Northbeam General,4700,Rockhampton QLD,Q-S,Strata,12011642,None,74723.77,2024-11-14,2025-11-14
POL-002219,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,282715,None,521.03,2025-05-27,2026-05-27
POL-002220,Northbeam General,6000,Perth WA,B-F,Strata,8399181,Shutters Installed,13438.66,2025-09-11,2026-09-11
POL-002221,Coral Coast Mutual,0800,Darwin NT,T-W,Home,450053,Shutters Installed,3976.47,2025-01-29,2026-01-29
POL-002222,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,561919,None,1066.16,2025-07-09,2026-07-09
POL-002223,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,464607,None,4078.61,2024-10-13,2025-10-13
POL-002224,Pacific Rim Insurance,0850,Alice Springs NT,B-F,Home,496208,Roof Tie-Down,752.4,2025-06-26,2026-06-26
POL-002225,Northbeam General,4825,Cloncurry QLD,B-F,Home,840590,Roof Tie-Down,1280.89,2025-01-18,2026-01-18
POL-002226,Outback Assurance Group,4703,Rockhampton QLD,Q-S,Home,281350,None,1659.49,2024-03-18,2025-03-18
POL-002227,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,296172,Roof Tie-Down,2466.5,2025-09-09,2026-09-09
POL-002228,Northbeam General,6721,Port Hedland WA,T-W,SME,1521072,Shutters Installed,11114.36,2023-10-06,2024-10-05
POL-002229,Outback Assurance Group,4350,Toowoomba QLD,B-F,SME,585065,None,1131.79,2025-05-05,2026-05-05
POL-002230,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Strata,5884275,None,11048.34,2025-01-30,2026-01-30
POL-002231,Northbeam General,6721,Port Hedland WA,T-W,Home,728420,None,7363.86,2024-07-11,2025-07-11
POL-002232,Coral Coast Mutual,4680,Gladstone QLD,L-P,SME,2711162,Elevated Slab,9757.76,2023-11-25,2024-11-24
POL-002233,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,740192,Elevated Slab,6555.05,2025-02-24,2026-02-24
POL-002234,Coral Coast Mutual,0810,Darwin NT,T-W,SME,2474128,None,24330.2,2024-02-22,2025-02-21
POL-002235,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,394327,Shutters Installed,3077.71,2024-01-03,2025-01-02
POL-002236,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,1089024,None,7630.42,2023-12-18,2024-12-17
POL-002237,Northbeam General,0810,Darwin NT,T-W,Home,417172,None,4241.42,2024-08-10,2025-08-10
POL-002238,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,SME,2157312,Elevated Slab,12826.73,2024-05-28,2025-05-28
POL-002239,Northbeam General,4740,Mackay QLD,Q-S,Home,517090,None,3653.17,2024-11-11,2025-11-11
POL-002240,Coral Coast Mutual,4350,Toowoomba QLD,B-F,SME,2451769,None,4075.06,2025-01-19,2026-01-19
POL-002241,Outback Assurance Group,4825,Cloncurry QLD,B-F,Strata,8590085,None,14593.4,2023-12-26,2024-12-25
POL-002242,Northbeam General,0800,Darwin NT,T-W,Home,413264,None,4188.54,2025-07-05,2026-07-05
POL-002243,Southern Cross Insurance,4870,Cairns QLD,T-W,SME,852149,None,8087.65,2025-07-26,2026-07-26
POL-002244,Northbeam General,6721,Port Hedland WA,T-W,Home,469408,Elevated Slab,3822.28,2023-04-09,2024-04-08
POL-002245,Southern Cross Insurance,4870,Cairns QLD,T-W,Home,467146,Shutters Installed,3535.09,2025-03-05,2026-03-05
POL-002246,Outback Assurance Group,4825,Mount Isa QLD,B-F,Home,692412,None,1357.23,2024-11-08,2025-11-08
POL-002247,Outback Assurance Group,4870,Cairns QLD,T-W,SME,2026330,Shutters Installed,15953.27,2023-11-08,2024-11-07
POL-002248,Outback Assurance Group,4810,Townsville QLD,T-W,Home,894667,None,8658.0,2024-11-26,2025-11-26
POL-002249,Outback Assurance Group,4740,Mackay QLD,Q-S,Home,518207,Elevated Slab,2977.98,2025-05-31,2026-05-31
POL-002250,Outback Assurance Group,4825,Cloncurry QLD,B-F,SME,2862579,Elevated Slab,4485.06,2023-12-26,2024-12-25
POL-002251,Southern Cross Insurance,4870,Cairns QLD,T-W,Home,341046,None,3223.65,2024-07-10,2025-07-10
POL-002252,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Home,348572,None,621.74,2025-02-06,2026-02-06
POL-002253,Outback Assurance Group,4350,Toowoomba QLD,B-F,Home,588556,None,1019.1,2025-03-06,2026-03-06
POL-002254,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,384620,Roof Tie-Down,2164.73,2024-11-22,2025-11-22
POL-002255,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,735679,None,2950.65,2024-08-01,2025-08-01
POL-002256,Outback Assurance Group,4825,Cloncurry QLD,B-F,SME,2856440,Roof Tie-Down,4036.17,2024-06-13,2025-06-13
POL-002257,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Strata,4730427,Shutters Installed,23730.17,2024-09-07,2025-09-07
POL-002258,Northbeam General,4879,Innisfail QLD,T-W,Home,330552,Roof Tie-Down,2508.59,2024-05-12,2025-05-12
POL-002259,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,435211,None,4359.8,2023-02-14,2024-02-14
POL-002260,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,861917,None,5989.63,2023-08-23,2024-08-22
POL-002261,Outback Assurance Group,0800,Darwin NT,T-W,Home,884604,Roof Tie-Down,7232.85,2024-03-24,2025-03-24
POL-002262,Pacific Rim Insurance,4680,Gladstone QLD,L-P,SME,2602744,Elevated Slab,10030.85,2024-01-13,2025-01-12
POL-002263,Southern Cross Insurance,0800,Darwin NT,T-W,Home,707484,Roof Tie-Down,5778.38,2024-03-08,2025-03-08
POL-002264,Northbeam General,4825,Mount Isa QLD,B-F,Home,625015,None,1119.32,2024-06-03,2025-06-03
POL-002265,Outback Assurance Group,0810,Darwin NT,T-W,Home,848129,Roof Tie-Down,6419.63,2023-07-21,2024-07-20
POL-002266,Northbeam General,4825,Cloncurry QLD,B-F,Home,320064,Shutters Installed,535.81,2024-11-03,2025-11-03
POL-002267,Northbeam General,4802,Townsville QLD,T-W,Home,493529,None,4409.51,2023-11-04,2024-11-03
POL-002268,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,262756,Roof Tie-Down,865.39,2024-11-12,2025-11-12
POL-002269,Outback Assurance Group,4802,Townsville QLD,T-W,Home,393719,Shutters Installed,3064.53,2023-09-07,2024-09-06
POL-002270,Outback Assurance Group,4703,Rockhampton QLD,Q-S,Home,751989,None,4608.46,2023-06-26,2024-06-25
POL-002271,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,324363,None,542.53,2023-05-11,2024-05-10
POL-002272,Pacific Rim Insurance,0810,Darwin NT,T-W,SME,2553291,Roof Tie-Down,22637.82,2023-03-16,2024-03-15
POL-002273,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,629293,None,4448.4,2025-04-27,2026-04-27
POL-002274,Northbeam General,4879,Innisfail QLD,T-W,Home,586055,Elevated Slab,4998.01,2023-01-29,2024-01-29
POL-002275,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,485637,None,2141.09,2023-05-11,2024-05-10
POL-002276,Northbeam General,4810,Townsville QLD,T-W,Strata,8820472,None,86241.97,2025-02-12,2026-02-12
POL-002277,Outback Assurance Group,4350,Toowoomba QLD,B-F,Home,328701,Shutters Installed,496.15,2023-02-01,2024-02-01
POL-002278,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Home,402634,None,764.3,2023-02-10,2024-02-10
POL-002279,Pacific Rim Insurance,6000,Perth WA,B-F,Home,608070,None,1051.51,2024-07-02,2025-07-02
POL-002280,Pacific Rim Insurance,6714,Karratha WA,T-W,Strata,9883813,None,94111.06,2024-01-31,2025-01-30
POL-002281,Outback Assurance Group,4825,Cloncurry QLD,B-F,Strata,13089887,None,24908.66,2023-05-21,2024-05-20
POL-002282,Southern Cross Insurance,6714,Karratha WA,T-W,Home,609042,None,5823.78,2024-09-23,2025-09-23
POL-002283,Coral Coast Mutual,6000,Perth WA,B-F,Home,552982,None,1014.17,2023-08-22,2024-08-21
POL-002284,Coral Coast Mutual,6714,Karratha WA,T-W,Strata,7847081,None,81589.61,2023-07-16,2024-07-15
POL-002285,Northbeam General,4720,Charters Towers QLD,L-P,SME,2907189,Shutters Installed,10220.59,2024-11-05,2025-11-05
POL-002286,Coral Coast Mutual,4810,Townsville QLD,T-W,SME,1637383,Roof Tie-Down,12402.02,2024-12-03,2025-12-03
POL-002287,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,735166,Shutters Installed,1143.19,2023-06-27,2024-06-26
POL-002288,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,603760,Shutters Installed,4566.34,2024-10-25,2025-10-25
POL-002289,Pacific Rim Insurance,4680,Gladstone QLD,L-P,Home,533891,None,2436.3,2024-04-15,2025-04-15
POL-002290,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,514802,None,4523.26,2024-01-21,2025-01-20
POL-002291,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,517188,Roof Tie-Down,2004.34,2024-04-10,2025-04-10
POL-002292,Outback Assurance Group,4802,Townsville QLD,T-W,SME,2163676,None,19318.3,2023-02-22,2024-02-22
POL-002293,Northbeam General,0850,Alice Springs NT,B-F,Home,655678,None,1136.11,2023-05-24,2024-05-23
POL-002294,Coral Coast Mutual,0800,Darwin NT,T-W,Home,307149,None,2650.07,2023-03-13,2024-03-12
POL-002295,Outback Assurance Group,0800,Darwin NT,T-W,Home,350548,Shutters Installed,3071.71,2024-12-04,2025-12-04
POL-002296,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,312788,None,1833.82,2023-12-12,2024-12-11
POL-002297,Coral Coast Mutual,6000,Perth WA,B-F,Home,481145,Shutters Installed,753.57,2024-08-07,2025-08-07
POL-002298,Northbeam General,4825,Cloncurry QLD,B-F,Home,274069,Shutters Installed,423.83,2023-11-21,2024-11-20
POL-002299,Northbeam General,4700,Rockhampton QLD,Q-S,SME,1252035,None,8206.12,2023-01-18,2024-01-18
POL-002300,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,532831,None,1018.47,2023-05-08,2024-05-07
POL-002301,Northbeam General,4350,Toowoomba QLD,B-F,SME,2327310,Shutters Installed,3638.84,2025-07-02,2026-07-02
POL-002302,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,573479,Roof Tie-Down,866.05,2025-05-31,2026-05-31
POL-002303,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,335980,Shutters Installed,1177.51,2024-03-30,2025-03-30
POL-002304,Pacific Rim Insurance,0810,Darwin NT,T-W,SME,2979718,Elevated Slab,25267.62,2023-01-24,2024-01-24
POL-002305,Coral Coast Mutual,6000,Perth WA,B-F,Home,707861,None,1347.95,2024-06-20,2025-06-20
POL-002306,Northbeam General,6714,Karratha WA,T-W,Home,656743,None,6661.09,2024-09-13,2025-09-13
POL-002307,Northbeam General,4680,Gladstone QLD,L-P,Home,646009,Roof Tie-Down,2153.29,2024-02-18,2025-02-17
POL-002308,Northbeam General,4703,Rockhampton QLD,Q-S,Home,510849,Elevated Slab,2943.77,2025-07-09,2026-07-09
POL-002309,Northbeam General,4655,Hervey Bay QLD,L-P,Home,275455,None,1200.06,2024-07-30,2025-07-30
POL-002310,Outback Assurance Group,4825,Mount Isa QLD,B-F,Home,657759,None,1200.93,2024-01-04,2025-01-03
POL-002311,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,694740,None,6058.12,2023-09-19,2024-09-18
POL-002312,Northbeam General,4350,Toowoomba QLD,B-F,Home,522482,None,936.43,2023-06-22,2024-06-21
POL-002313,Coral Coast Mutual,4802,Townsville QLD,T-W,Home,455219,None,4623.76,2024-01-26,2025-01-25
POL-002314,Pacific Rim Insurance,4740,Mackay QLD,Q-S,SME,1065861,Roof Tie-Down,5408.79,2024-12-13,2025-12-13
POL-002315,Northbeam General,4740,Mackay QLD,Q-S,Home,517539,None,3332.45,2023-10-28,2024-10-27
POL-002316,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,490216,None,4572.73,2023-06-20,2024-06-19
POL-002317,Northbeam General,4825,Mount Isa QLD,B-F,Home,304679,Roof Tie-Down,472.93,2025-03-12,2026-03-12
POL-002318,Northbeam General,6721,Port Hedland WA,T-W,Home,426083,None,3834.26,2025-04-07,2026-04-07
POL-002319,Northbeam General,4810,Townsville QLD,T-W,SME,825765,Roof Tie-Down,6360.05,2025-03-12,2026-03-12
POL-002320,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,636851,None,1197.51,2023-06-06,2024-06-05
POL-002321,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,Home,430139,Roof Tie-Down,2503.11,2024-06-09,2025-06-09
POL-002322,Northbeam General,4720,Charters Towers QLD,L-P,Home,391504,Roof Tie-Down,1304.58,2024-04-25,2025-04-25
POL-002323,Outback Assurance Group,0810,Darwin NT,T-W,Home,635027,None,6121.88,2023-10-13,2024-10-12
POL-002324,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,510272,None,856.42,2024-09-12,2025-09-12
